Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2016-03-25,25,march,2016,34,young adults (25-34),f,australia,victoria,bikes,road bikes,"road-150 red, 44",1,2171,3578,656,2171,2827
2014-04-02,2,april,2014,34,young adults (25-34),f,australia,victoria,bikes,road bikes,"road-150 red, 44",1,2171,3578,656,2171,2827
2016-04-02,2,april,2016,34,young adults (25-34),f,australia,victoria,bikes,road bikes,"road-150 red, 44",3,2171,3578,1967,6513,8480
2014-06-24,24,june,2014,34,young adults (25-34),f,australia,victoria,bikes,road bikes,"road-150 red, 44",1,2171,3578,656,2171,2827
2016-06-24,24,june,2016,34,young adults (25-34),f,australia,victoria,bikes,road bikes,"road-150 red, 44",1,2171,3578,656,2171,2827
2012-07-29,29,july,2012,24,youth (<25),f,france,yveline,bikes,road bikes,"road-150 red, 44",2,2171,3578,1097,4342,5439
2011-07-29,29,july,2011,24,youth (<25),f,france,yveline,bikes,road bikes,"road-150 red, 44",1,2171,3578,548,2171,2719
2013-08-30,30,august,2013,24,youth (<25),f,france,yveline,bikes,road bikes,"road-550-w yellow, 44",1,713,1120,138,713,851
2015-08-30,30,august,2015,24,youth (<25),f,france,yveline,bikes,road bikes,"road-550-w yellow, 44",1,713,1120,138,713,851
2013-12-13,13,december,2013,24,youth (<25),f,france,yveline,bikes,road bikes,"road-550-w yellow, 44",1,713,1120,138,713,851
2015-12-13,13,december,2015,24,youth (<25),f,france,yveline,bikes,road bikes,"road-550-w yellow, 44",1,713,1120,138,713,851
2012-07-01,1,july,2012,23,youth (<25),f,germany,hamburg,bikes,road bikes,"road-350-w yellow, 40",2,1083,1701,998,2166,3164
2011-07-01,1,july,2011,23,youth (<25),f,germany,hamburg,bikes,road bikes,"road-350-w yellow, 40",3,1083,1701,1497,3249,4746
2013-02-19,19,february,2013,23,youth (<25),f,germany,hamburg,bikes,road bikes,"road-350-w yellow, 40",1,1083,1701,499,1083,1582
2015-02-19,19,february,2015,23,youth (<25),f,germany,hamburg,bikes,road bikes,"road-350-w yellow, 40",2,1083,1701,998,2166,3164
2013-08-20,20,august,2013,23,youth (<25),f,germany,hamburg,bikes,road bikes,"road-350-w yellow, 40",1,1083,1701,499,1083,1582
2015-08-20,20,august,2015,23,youth (<25),f,germany,hamburg,bikes,road bikes,"road-350-w yellow, 40",1,1083,1701,499,1083,1582
2014-04-12,12,april,2014,23,youth (<25),f,germany,hamburg,bikes,road bikes,"road-250 black, 48",1,1555,2443,717,1555,2272
2016-04-12,12,april,2016,23,youth (<25),f,germany,hamburg,bikes,road bikes,"road-250 black, 48",2,1555,2443,1434,3110,4544
2013-02-15,15,february,2013,24,youth (<25),m,germany,nordrhein-westfalen,bikes,road bikes,"road-250 black, 48",1,1555,2443,570,1555,2125
2015-02-15,15,february,2015,24,youth (<25),m,germany,nordrhein-westfalen,bikes,road bikes,"road-250 black, 48",3,1555,2443,1711,4665,6376
2013-02-22,22,february,2013,24,youth (<25),m,germany,nordrhein-westfalen,bikes,road bikes,"road-250 black, 48",1,1555,2443,570,1555,2125
2015-02-22,22,february,2015,24,youth (<25),m,germany,nordrhein-westfalen,bikes,road bikes,"road-250 black, 48",3,1555,2443,1711,4665,6376
2013-08-17,17,august,2013,24,youth (<25),m,germany,nordrhein-westfalen,bikes,road bikes,"road-250 black, 48",1,1555,2443,570,1555,2125
2015-08-17,17,august,2015,24,youth (<25),m,germany,nordrhein-westfalen,bikes,road bikes,"road-250 black, 48",1,1555,2443,570,1555,2125
2014-06-17,17,june,2014,24,youth (<25),m,germany,nordrhein-westfalen,bikes,road bikes,"road-250 red, 48",1,1519,2443,606,1519,2125
2016-06-17,17,june,2016,24,youth (<25),m,germany,nordrhein-westfalen,bikes,road bikes,"road-250 red, 48",1,1519,2443,606,1519,2125
2012-07-06,6,july,2012,25,young adults (25-34),m,france,yveline,bikes,road bikes,"road-250 black, 48",2,1555,2443,603,3110,3713
2011-07-06,6,july,2011,25,young adults (25-34),m,france,yveline,bikes,road bikes,"road-250 black, 48",1,1555,2443,302,1555,1857
2013-07-12,12,july,2013,25,young adults (25-34),m,france,yveline,bikes,road bikes,"road-550-w yellow, 42",1,713,1120,138,713,851
2015-07-12,12,july,2015,25,young adults (25-34),m,france,yveline,bikes,road bikes,"road-550-w yellow, 42",3,713,1120,415,2139,2554
2013-09-16,16,september,2013,25,young adults (25-34),m,france,yveline,bikes,road bikes,"road-550-w yellow, 42",1,713,1120,138,713,851
2015-09-16,16,september,2015,25,young adults (25-34),m,france,yveline,bikes,road bikes,"road-550-w yellow, 42",1,713,1120,138,713,851
2013-02-25,25,february,2013,25,young adults (25-34),f,germany,bayern,bikes,road bikes,"road-350-w yellow, 40",1,1083,1701,601,1083,1684
2015-02-25,25,february,2015,25,young adults (25-34),f,germany,bayern,bikes,road bikes,"road-350-w yellow, 40",2,1083,1701,1202,2166,3368
2013-08-09,9,august,2013,25,young adults (25-34),f,germany,bayern,bikes,road bikes,"road-350-w yellow, 40",1,1083,1701,601,1083,1684
2015-08-09,9,august,2015,25,young adults (25-34),f,germany,bayern,bikes,road bikes,"road-350-w yellow, 40",3,1083,1701,1803,3249,5052
2012-08-27,27,august,2012,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",2,1555,2443,1581,3110,4691
2011-08-27,27,august,2011,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",4,1555,2443,3161,6220,9381
2012-12-07,7,december,2012,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",2,1555,2443,1581,3110,4691
2011-12-07,7,december,2011,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",3,1555,2443,2371,4665,7036
2013-01-03,3,january,2013,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",1,1555,2443,790,1555,2345
2015-01-03,3,january,2015,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",1,1555,2443,790,1555,2345
2013-05-17,17,may,2013,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",1,1555,2443,790,1555,2345
2015-05-17,17,may,2015,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",3,1555,2443,2371,4665,7036
2013-09-20,20,september,2013,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",1,1555,2443,790,1555,2345
2015-09-20,20,september,2015,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",1,1555,2443,790,1555,2345
2013-10-13,13,october,2013,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",1,1555,2443,790,1555,2345
2015-10-13,13,october,2015,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",1,1555,2443,790,1555,2345
2013-10-23,23,october,2013,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",1,1555,2443,790,1555,2345
2015-10-23,23,october,2015,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",1,1555,2443,790,1555,2345
2014-01-16,16,january,2014,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",1,1555,2443,790,1555,2345
2016-01-16,16,january,2016,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",1,1555,2443,790,1555,2345
2014-01-24,24,january,2014,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",1,1555,2443,790,1555,2345
2016-01-24,24,january,2016,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",1,1555,2443,790,1555,2345
2014-02-04,4,february,2014,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",1,1555,2443,790,1555,2345
2016-02-04,4,february,2016,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",2,1555,2443,1581,3110,4691
2014-05-03,3,may,2014,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",1,1555,2443,790,1555,2345
2016-05-03,3,may,2016,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",2,1555,2443,1581,3110,4691
2014-05-12,12,may,2014,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",1,1555,2443,790,1555,2345
2016-05-12,12,may,2016,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",1,1555,2443,790,1555,2345
2014-05-19,19,may,2014,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",1,1555,2443,790,1555,2345
2016-05-19,19,may,2016,25,young adults (25-34),m,united kingdom,england,bikes,road bikes,"road-250 red, 58",1,1555,2443,790,1555,2345
2013-02-25,25,february,2013,26,young adults (25-34),f,germany,nordrhein-westfalen,bikes,road bikes,"road-250 black, 52",1,1555,2443,570,1555,2125
2015-02-25,25,february,2015,26,young adults (25-34),f,germany,nordrhein-westfalen,bikes,road bikes,"road-250 black, 52",1,1555,2443,570,1555,2125
2013-08-09,9,august,2013,26,young adults (25-34),f,germany,nordrhein-westfalen,bikes,road bikes,"road-250 black, 52",1,1555,2443,570,1555,2125
2015-08-09,9,august,2015,26,young adults (25-34),f,germany,nordrhein-westfalen,bikes,road bikes,"road-250 black, 52",1,1555,2443,570,1555,2125
2013-11-23,23,november,2013,31,young adults (25-34),f,united states,new york,bikes,road bikes,"road-750 black, 58",1,344,540,126,344,470
2015-11-23,23,november,2015,31,young adults (25-34),f,united states,new york,bikes,road bikes,"road-750 black, 58",1,344,540,126,344,470
2013-11-23,23,november,2013,52,adults (35-64),f,united states,washington,bikes,road bikes,"road-750 black, 48",1,344,540,77,344,421
2015-11-23,23,november,2015,52,adults (35-64),f,united states,washington,bikes,road bikes,"road-750 black, 48",1,344,540,77,344,421
2012-07-12,12,july,2012,50,adults (35-64),m,united states,california,bikes,road bikes,"road-350-w yellow, 42",2,1083,1701,1168,2166,3334
2011-07-12,12,july,2011,50,adults (35-64),m,united states,california,bikes,road bikes,"road-350-w yellow, 42",1,1083,1701,584,1083,1667
2012-09-27,27,september,2012,50,adults (35-64),m,united states,california,bikes,road bikes,"road-350-w yellow, 42",2,1083,1701,1168,2166,3334
2011-09-27,27,september,2011,50,adults (35-64),m,united states,california,bikes,road bikes,"road-350-w yellow, 42",1,1083,1701,584,1083,1667
2013-05-24,24,may,2013,50,adults (35-64),m,united states,california,bikes,road bikes,"road-350-w yellow, 42",1,1083,1701,584,1083,1667
2015-05-24,24,may,2015,50,adults (35-64),m,united states,california,bikes,road bikes,"road-350-w yellow, 42",3,1083,1701,1752,3249,5001
2013-11-27,27,november,2013,50,adults (35-64),m,united states,california,bikes,road bikes,"road-350-w yellow, 42",1,1083,1701,584,1083,1667
2015-11-27,27,november,2015,50,adults (35-64),m,united states,california,bikes,road bikes,"road-350-w yellow, 42",2,1083,1701,1168,2166,3334
2013-07-18,18,july,2013,48,adults (35-64),m,united states,washington,bikes,road bikes,"road-350-w yellow, 48",1,1083,1701,244,1083,1327
2015-07-18,18,july,2015,48,adults (35-64),m,united states,washington,bikes,road bikes,"road-350-w yellow, 48",1,1083,1701,244,1083,1327
2013-12-12,12,december,2013,48,adults (35-64),m,united states,washington,bikes,road bikes,"road-350-w yellow, 48",1,1083,1701,244,1083,1327
2015-12-12,12,december,2015,48,adults (35-64),m,united states,washington,bikes,road bikes,"road-350-w yellow, 48",1,1083,1701,244,1083,1327
2014-04-22,22,april,2014,48,adults (35-64),m,united states,washington,bikes,road bikes,"road-350-w yellow, 48",1,1083,1701,244,1083,1327
2016-04-22,22,april,2016,48,adults (35-64),m,united states,washington,bikes,road bikes,"road-350-w yellow, 48",2,1083,1701,488,2166,2654
2013-12-20,20,december,2013,48,adults (35-64),m,united states,oregon,bikes,road bikes,"road-350-w yellow, 44",1,1083,1701,380,1083,1463
2015-12-20,20,december,2015,48,adults (35-64),m,united states,oregon,bikes,road bikes,"road-350-w yellow, 44",3,1083,1701,1140,3249,4389
2014-03-26,26,march,2014,48,adults (35-64),m,united states,oregon,bikes,road bikes,"road-350-w yellow, 44",1,1083,1701,380,1083,1463
2016-03-26,26,march,2016,48,adults (35-64),m,united states,oregon,bikes,road bikes,"road-350-w yellow, 44",3,1083,1701,1140,3249,4389
2013-08-31,31,august,2013,46,adults (35-64),m,united states,washington,bikes,road bikes,"road-350-w yellow, 48",1,1083,1701,244,1083,1327
2015-08-31,31,august,2015,46,adults (35-64),m,united states,washington,bikes,road bikes,"road-350-w yellow, 48",1,1083,1701,244,1083,1327
2013-12-18,18,december,2013,46,adults (35-64),m,united states,washington,bikes,road bikes,"road-350-w yellow, 48",1,1083,1701,244,1083,1327
2015-12-18,18,december,2015,46,adults (35-64),m,united states,washington,bikes,road bikes,"road-350-w yellow, 48",1,1083,1701,244,1083,1327
2012-09-23,23,september,2012,42,adults (35-64),m,france,loiret,bikes,road bikes,"road-250 black, 48",2,1555,2443,1239,3110,4349
2011-09-23,23,september,2011,42,adults (35-64),m,france,loiret,bikes,road bikes,"road-250 black, 48",1,1555,2443,619,1555,2174
2013-02-06,6,february,2013,42,adults (35-64),m,germany,hessen,bikes,road bikes,"road-550-w yellow, 48",1,713,1120,329,713,1042
2015-02-06,6,february,2015,42,adults (35-64),m,germany,hessen,bikes,road bikes,"road-550-w yellow, 48",1,713,1120,329,713,1042
2012-10-04,4,october,2012,53,adults (35-64),m,france,hauts de seine,bikes,road bikes,"road-250 black, 58",2,1555,2443,1434,3110,4544
2011-10-04,4,october,2011,53,adults (35-64),m,france,hauts de seine,bikes,road bikes,"road-250 black, 58",4,1555,2443,2868,6220,9088
2013-03-28,28,march,2013,53,adults (35-64),f,germany,hamburg,bikes,road bikes,"road-550-w yellow, 42",1,713,1120,329,713,1042
2015-03-28,28,march,2015,53,adults (35-64),f,germany,hamburg,bikes,road bikes,"road-550-w yellow, 42",1,713,1120,329,713,1042
2013-03-14,14,march,2013,52,adults (35-64),m,germany,saarland,bikes,road bikes,"road-250 red, 48",1,1519,2443,484,1519,2003
2015-03-14,14,march,2015,52,adults (35-64),m,germany,saarland,bikes,road bikes,"road-250 red, 48",1,1519,2443,484,1519,2003
2012-10-23,23,october,2012,43,adults (35-64),m,france,seine saint denis,bikes,road bikes,"road-250 black, 52",2,1555,2443,897,3110,4007
2011-10-23,23,october,2011,43,adults (35-64),m,france,seine saint denis,bikes,road bikes,"road-250 black, 52",1,1555,2443,448,1555,2003
2012-10-26,26,october,2012,47,adults (35-64),f,france,nord,bikes,road bikes,"road-250 red, 52",2,1519,2443,1213,3038,4251
2011-10-26,26,october,2011,47,adults (35-64),f,france,nord,bikes,road bikes,"road-250 red, 52",1,1519,2443,606,1519,2125
2013-03-05,5,march,2013,48,adults (35-64),m,germany,saarland,bikes,road bikes,"road-250 black, 48",1,1555,2443,448,1555,2003
2015-03-05,5,march,2015,48,adults (35-64),m,germany,saarland,bikes,road bikes,"road-250 black, 48",1,1555,2443,448,1555,2003
2013-03-07,7,march,2013,48,adults (35-64),m,germany,nordrhein-westfalen,bikes,road bikes,"road-250 black, 52",1,1555,2443,570,1555,2125
2015-03-07,7,march,2015,48,adults (35-64),m,germany,nordrhein-westfalen,bikes,road bikes,"road-250 black, 52",1,1555,2443,570,1555,2125
2012-12-07,7,december,2012,49,adults (35-64),m,united kingdom,england,bikes,road bikes,"road-250 red, 52",2,1519,2443,1653,3038,4691
2011-12-07,7,december,2011,49,adults (35-64),m,united kingdom,england,bikes,road bikes,"road-250 red, 52",1,1519,2443,826,1519,2345
2013-11-22,22,november,2013,49,adults (35-64),m,united kingdom,england,bikes,road bikes,"road-250 red, 52",1,1519,2443,826,1519,2345
2015-11-22,22,november,2015,49,adults (35-64),m,united kingdom,england,bikes,road bikes,"road-250 red, 52",3,1519,2443,2479,4557,7036
2012-05-04,4,may,2012,22,youth (<25),m,australia,new south wales,bikes,road bikes,"road-150 red, 44",2,2171,3578,1884,4342,6226
2011-05-04,4,may,2011,22,youth (<25),m,australia,new south wales,bikes,road bikes,"road-150 red, 44",4,2171,3578,3767,8684,12451
2012-11-11,11,november,2012,22,youth (<25),m,australia,new south wales,bikes,road bikes,"road-150 red, 48",2,2171,3578,1884,4342,6226
2011-11-11,11,november,2011,22,youth (<25),m,australia,new south wales,bikes,road bikes,"road-150 red, 48",3,2171,3578,2826,6513,9339
2013-02-07,7,february,2013,22,youth (<25),m,australia,new south wales,bikes,road bikes,"road-150 red, 48",1,2171,3578,942,2171,3113
2015-02-07,7,february,2015,22,youth (<25),m,australia,new south wales,bikes,road bikes,"road-150 red, 48",1,2171,3578,942,2171,3113
2014-05-01,1,may,2014,22,youth (<25),m,australia,new south wales,bikes,road bikes,"road-150 red, 48",1,2171,3578,942,2171,3113
2016-05-01,1,may,2016,22,youth (<25),m,australia,new south wales,bikes,road bikes,"road-150 red, 48",1,2171,3578,942,2171,3113
2012-09-26,26,september,2012,27,young adults (25-34),m,australia,tasmania,bikes,road bikes,"road-150 red, 56",2,2171,3578,1454,4342,5796
2011-09-26,26,september,2011,27,young adults (25-34),m,australia,tasmania,bikes,road bikes,"road-150 red, 56",2,2171,3578,1454,4342,5796
2012-04-02,2,april,2012,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 62",2,2171,3578,1669,4342,6011
2011-04-02,2,april,2011,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 62",2,2171,3578,1669,4342,6011
2012-04-20,20,april,2012,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 62",2,2171,3578,1669,4342,6011
2011-04-20,20,april,2011,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 62",3,2171,3578,2504,6513,9017
2012-07-27,27,july,2012,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 62",2,2171,3578,1669,4342,6011
2011-07-27,27,july,2011,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 62",1,2171,3578,835,2171,3006
2012-07-28,28,july,2012,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 62",2,2171,3578,1669,4342,6011
2011-07-28,28,july,2011,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 62",1,2171,3578,835,2171,3006
2013-02-17,17,february,2013,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 48",1,2171,3578,835,2171,3006
2015-02-17,17,february,2015,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 48",1,2171,3578,835,2171,3006
2013-02-24,24,february,2013,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 48",1,2171,3578,835,2171,3006
2015-02-24,24,february,2015,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 48",2,2171,3578,1669,4342,6011
2013-12-15,15,december,2013,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 48",1,2171,3578,835,2171,3006
2015-12-15,15,december,2015,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 48",1,2171,3578,835,2171,3006
2014-01-01,1,january,2014,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 48",1,2171,3578,835,2171,3006
2016-01-01,1,january,2016,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 48",1,2171,3578,835,2171,3006
2014-01-10,10,january,2014,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 48",1,2171,3578,835,2171,3006
2016-01-10,10,january,2016,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 48",3,2171,3578,2504,6513,9017
2014-01-11,11,january,2014,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 48",1,2171,3578,835,2171,3006
2016-01-11,11,january,2016,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 48",1,2171,3578,835,2171,3006
2014-02-11,11,february,2014,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 48",1,2171,3578,835,2171,3006
2016-02-11,11,february,2016,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 48",3,2171,3578,2504,6513,9017
2014-02-28,28,february,2014,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 48",1,2171,3578,835,2171,3006
2016-02-28,28,february,2016,31,young adults (25-34),f,australia,queensland,bikes,road bikes,"road-150 red, 48",2,2171,3578,1669,4342,6011
2012-02-24,24,february,2012,31,young adults (25-34),m,australia,new south wales,bikes,road bikes,"road-150 red, 48",2,2171,3578,1884,4342,6226
2011-02-24,24,february,2011,31,young adults (25-34),m,australia,new south wales,bikes,road bikes,"road-150 red, 48",3,2171,3578,2826,6513,9339
2012-04-23,23,april,2012,31,young adults (25-34),m,australia,new south wales,bikes,road bikes,"road-150 red, 48",2,2171,3578,1884,4342,6226
2011-04-23,23,april,2011,31,young adults (25-34),m,australia,new south wales,bikes,road bikes,"road-150 red, 48",1,2171,3578,942,2171,3113
2013-05-09,9,may,2013,31,young adults (25-34),m,australia,new south wales,bikes,road bikes,"road-150 red, 56",1,2171,3578,942,2171,3113
2015-05-09,9,may,2015,31,young adults (25-34),m,australia,new south wales,bikes,road bikes,"road-150 red, 56",1,2171,3578,942,2171,3113
2013-08-07,7,august,2013,31,young adults (25-34),m,australia,new south wales,bikes,road bikes,"road-150 red, 56",1,2171,3578,942,2171,3113
2015-08-07,7,august,2015,31,young adults (25-34),m,australia,new south wales,bikes,road bikes,"road-150 red, 56",2,2171,3578,1884,4342,6226
2013-11-30,30,november,2013,31,young adults (25-34),m,australia,new south wales,bikes,road bikes,"road-150 red, 56",1,2171,3578,942,2171,3113
2015-11-30,30,november,2015,31,young adults (25-34),m,australia,new south wales,bikes,road bikes,"road-150 red, 56",1,2171,3578,942,2171,3113
2013-12-19,19,december,2013,31,young adults (25-34),m,australia,new south wales,bikes,road bikes,"road-150 red, 56",1,2171,3578,942,2171,3113
2015-12-19,19,december,2015,31,young adults (25-34),m,australia,new south wales,bikes,road bikes,"road-150 red, 56",1,2171,3578,942,2171,3113
2013-12-24,24,december,2013,31,young adults (25-34),m,australia,new south wales,bikes,road bikes,"road-150 red, 56",1,2171,3578,942,2171,3113
2015-12-24,24,december,2015,31,young adults (25-34),m,australia,new south wales,bikes,road bikes,"road-150 red, 56",1,2171,3578,942,2171,3113
2014-01-15,15,january,2014,56,adults (35-64),m,australia,victoria,bikes,road bikes,"road-150 red, 62",1,2171,3578,656,2171,2827
2016-01-15,15,january,2016,56,adults (35-64),m,australia,victoria,bikes,road bikes,"road-150 red, 62",2,2171,3578,1311,4342,5653
2014-01-24,24,january,2014,55,adults (35-64),m,australia,south australia,bikes,road bikes,"road-150 red, 62",1,2171,3578,763,2171,2934
2016-01-24,24,january,2016,55,adults (35-64),m,australia,south australia,bikes,road bikes,"road-150 red, 62",1,2171,3578,763,2171,2934
2013-08-17,17,august,2013,54,adults (35-64),m,australia,victoria,bikes,road bikes,"road-150 red, 56",1,2171,3578,656,2171,2827
2015-08-17,17,august,2015,54,adults (35-64),m,australia,victoria,bikes,road bikes,"road-150 red, 56",1,2171,3578,656,2171,2827
2014-01-11,11,january,2014,54,adults (35-64),m,australia,victoria,bikes,road bikes,"road-150 red, 56",1,2171,3578,656,2171,2827
2016-01-11,11,january,2016,54,adults (35-64),m,australia,victoria,bikes,road bikes,"road-150 red, 56",2,2171,3578,1311,4342,5653
2014-01-15,15,january,2014,54,adults (35-64),m,australia,victoria,bikes,road bikes,"road-150 red, 56",1,2171,3578,656,2171,2827
2016-01-15,15,january,2016,54,adults (35-64),m,australia,victoria,bikes,road bikes,"road-150 red, 56",1,2171,3578,656,2171,2827
2013-12-13,13,december,2013,53,adults (35-64),m,australia,new south wales,bikes,road bikes,"road-150 red, 62",1,2171,3578,942,2171,3113
2015-12-13,13,december,2015,53,adults (35-64),m,australia,new south wales,bikes,road bikes,"road-150 red, 62",1,2171,3578,942,2171,3113
2014-03-27,27,march,2014,63,adults (35-64),f,canada,british columbia,bikes,road bikes,"road-350-w yellow, 42",1,1083,1701,601,1083,1684
2016-03-27,27,march,2016,63,adults (35-64),f,canada,british columbia,bikes,road bikes,"road-350-w yellow, 42",1,1083,1701,601,1083,1684
2013-12-22,22,december,2013,63,adults (35-64),f,united states,washington,bikes,road bikes,"road-350-w yellow, 40",1,1083,1701,244,1083,1327
2015-12-22,22,december,2015,63,adults (35-64),f,united states,washington,bikes,road bikes,"road-350-w yellow, 40",2,1083,1701,488,2166,2654
2012-03-04,4,march,2012,62,adults (35-64),f,united states,washington,bikes,road bikes,"road-350-w yellow, 40",2,1083,1701,488,2166,2654
2011-03-04,4,march,2011,62,adults (35-64),f,united states,washington,bikes,road bikes,"road-350-w yellow, 40",4,1083,1701,975,4332,5307
2013-12-02,2,december,2013,62,adults (35-64),f,united states,washington,bikes,road bikes,"road-350-w yellow, 40",1,1083,1701,244,1083,1327
2015-12-02,2,december,2015,62,adults (35-64),f,united states,washington,bikes,road bikes,"road-350-w yellow, 40",1,1083,1701,244,1083,1327
2013-12-17,17,december,2013,55,adults (35-64),f,united states,washington,bikes,road bikes,"road-350-w yellow, 48",1,1083,1701,244,1083,1327
2015-12-17,17,december,2015,55,adults (35-64),f,united states,washington,bikes,road bikes,"road-350-w yellow, 48",1,1083,1701,244,1083,1327
2013-12-08,8,december,2013,50,adults (35-64),f,australia,queensland,bikes,road bikes,"road-150 red, 56",1,2171,3578,835,2171,3006
2015-12-08,8,december,2015,50,adults (35-64),f,australia,queensland,bikes,road bikes,"road-150 red, 56",1,2171,3578,835,2171,3006
2012-03-17,17,march,2012,43,adults (35-64),m,australia,queensland,bikes,road bikes,"road-750 black, 52",2,344,540,219,688,907
2011-03-17,17,march,2011,43,adults (35-64),m,australia,queensland,bikes,road bikes,"road-750 black, 52",1,344,540,110,344,454
2012-05-12,12,may,2012,43,adults (35-64),m,australia,queensland,bikes,road bikes,"road-750 black, 52",2,344,540,219,688,907
2011-05-12,12,may,2011,43,adults (35-64),m,australia,queensland,bikes,road bikes,"road-750 black, 52",4,344,540,438,1376,1814
2012-12-07,7,december,2012,43,adults (35-64),m,australia,queensland,bikes,road bikes,"road-150 red, 52",2,2171,3578,1669,4342,6011
2011-12-07,7,december,2011,43,adults (35-64),m,australia,queensland,bikes,road bikes,"road-150 red, 52",1,2171,3578,835,2171,3006
2013-07-05,5,july,2013,43,adults (35-64),m,australia,queensland,bikes,road bikes,"road-150 red, 52",1,2171,3578,835,2171,3006
2015-07-05,5,july,2015,43,adults (35-64),m,australia,queensland,bikes,road bikes,"road-150 red, 52",2,2171,3578,1669,4342,6011
2013-11-21,21,november,2013,43,adults (35-64),m,australia,queensland,bikes,road bikes,"road-150 red, 52",1,2171,3578,835,2171,3006
2015-11-21,21,november,2015,43,adults (35-64),m,australia,queensland,bikes,road bikes,"road-150 red, 52",3,2171,3578,2504,6513,9017
2014-01-27,27,january,2014,43,adults (35-64),m,australia,queensland,bikes,road bikes,"road-150 red, 52",1,2171,3578,835,2171,3006
2016-01-27,27,january,2016,43,adults (35-64),m,australia,queensland,bikes,road bikes,"road-150 red, 52",1,2171,3578,835,2171,3006
2014-02-17,17,february,2014,43,adults (35-64),m,australia,queensland,bikes,road bikes,"road-150 red, 52",1,2171,3578,835,2171,3006
2016-02-17,17,february,2016,43,adults (35-64),m,australia,queensland,bikes,road bikes,"road-150 red, 52",1,2171,3578,835,2171,3006
2012-01-29,29,january,2012,42,adults (35-64),f,australia,new south wales,bikes,road bikes,"road-150 red, 62",2,2171,3578,1884,4342,6226
